                    2          1
             1               9.8078527               1.9509031              -2.0000000
             2               9.8078527               1.9509031              -1.0000000
             3               9.8078527               1.9509031               0.0000000
             4               9.9039268               0.9754515              -2.0000000
             5               9.9039268               0.9754515              -1.0000000
             6               9.9039268               0.9754515               0.0000000
             7              10.0000000               0.0000000              -2.0000000
             8              10.0000000               0.0000000              -1.0000000
             9              10.0000000               0.0000000               0.0000000
            10               9.2387953               3.8268340              -2.0000000
            11               9.2387953               3.8268340              -1.0000000
            12               9.2387953               3.8268340               0.0000000
            13               9.5233240               2.8888686              -2.0000000
            14               9.5233240               2.8888686              -1.0000000
            15               9.5233240               2.8888686               0.0000000
            16               9.8078527               1.9509031              -2.0000000
            17               9.8078527               1.9509031              -1.0000000
            18               9.8078527               1.9509031               0.0000000
            19               8.3146963               5.5557022              -2.0000000
            20               8.3146963               5.5557022              -1.0000000
            21               8.3146963               5.5557022               0.0000000
            22               8.7767458               4.6912680              -2.0000000
            23               8.7767458               4.6912680              -1.0000000
            24               8.7767458               4.6912680               0.0000000
            25               9.2387953               3.8268340              -2.0000000
            26               9.2387953               3.8268340              -1.0000000
            27               9.2387953               3.8268340               0.0000000
            28               7.0710678               7.0710678              -2.0000000
            29               7.0710678               7.0710678              -1.0000000
            30               7.0710678               7.0710678               0.0000000
            31               7.6928821               6.3133850              -2.0000000
            32               7.6928821               6.3133850              -1.0000000
            33               7.6928821               6.3133850               0.0000000
            34               8.3146963               5.5557022              -2.0000000
            35               8.3146963               5.5557022              -1.0000000
            36               8.3146963               5.5557022               0.0000000
            37               5.5557022               8.3146963              -2.0000000
            38               5.5557022               8.3146963              -1.0000000
            39               5.5557022               8.3146963               0.0000000
            40               6.3133850               7.6928821              -2.0000000
            41               6.3133850               7.6928821              -1.0000000
            42               6.3133850               7.6928821               0.0000000
            43               7.0710678               7.0710678              -2.0000000
            44               7.0710678               7.0710678              -1.0000000
            45               7.0710678               7.0710678               0.0000000
            46               3.8268340               9.2387953              -2.0000000
            47               3.8268340               9.2387953              -1.0000000
            48               3.8268340               9.2387953               0.0000000
            49               4.6912680               8.7767458              -2.0000000
            50               4.6912680               8.7767458              -1.0000000
            51               4.6912680               8.7767458               0.0000000
            52               5.5557022               8.3146963              -2.0000000
            53               5.5557022               8.3146963              -1.0000000
            54               5.5557022               8.3146963               0.0000000
            55               1.9509031               9.8078527              -2.0000000
            56               1.9509031               9.8078527              -1.0000000
            57               1.9509031               9.8078527               0.0000000
            58               2.8888686               9.5233240              -2.0000000
            59               2.8888686               9.5233240              -1.0000000
            60               2.8888686               9.5233240               0.0000000
            61               3.8268340               9.2387953              -2.0000000
            62               3.8268340               9.2387953              -1.0000000
            63               3.8268340               9.2387953               0.0000000
            64               0.0000000              10.0000000              -2.0000000
            65               0.0000000              10.0000000              -1.0000000
            66               0.0000000              10.0000000               0.0000000
            67               0.9754515               9.9039268              -2.0000000
            68               0.9754515               9.9039268              -1.0000000
            69               0.9754515               9.9039268               0.0000000
            70               1.9509031               9.8078527              -2.0000000
            71               1.9509031               9.8078527              -1.0000000
            72               1.9509031               9.8078527               0.0000000
            73              -1.9509031               9.8078527              -2.0000000
            74              -1.9509031               9.8078527              -1.0000000
            75              -1.9509031               9.8078527               0.0000000
            76              -0.9754515               9.9039268              -2.0000000
            77              -0.9754515               9.9039268              -1.0000000
            78              -0.9754515               9.9039268               0.0000000
            79               0.0000000              10.0000000              -2.0000000
            80               0.0000000              10.0000000              -1.0000000
            81               0.0000000              10.0000000               0.0000000
            82              -3.8268340               9.2387953              -2.0000000
            83              -3.8268340               9.2387953              -1.0000000
            84              -3.8268340               9.2387953               0.0000000
            85              -2.8888686               9.5233240              -2.0000000
            86              -2.8888686               9.5233240              -1.0000000
            87              -2.8888686               9.5233240               0.0000000
            88              -1.9509031               9.8078527              -2.0000000
            89              -1.9509031               9.8078527              -1.0000000
            90              -1.9509031               9.8078527               0.0000000
            91              -5.5557022               8.3146963              -2.0000000
            92              -5.5557022               8.3146963              -1.0000000
            93              -5.5557022               8.3146963               0.0000000
            94              -4.6912680               8.7767458              -2.0000000
            95              -4.6912680               8.7767458              -1.0000000
            96              -4.6912680               8.7767458               0.0000000
            97              -3.8268340               9.2387953              -2.0000000
            98              -3.8268340               9.2387953              -1.0000000
            99              -3.8268340               9.2387953               0.0000000
           100              -7.0710678               7.0710678              -2.0000000
           101              -7.0710678               7.0710678              -1.0000000
           102              -7.0710678               7.0710678               0.0000000
           103              -6.3133850               7.6928821              -2.0000000
           104              -6.3133850               7.6928821              -1.0000000
           105              -6.3133850               7.6928821               0.0000000
           106              -5.5557022               8.3146963              -2.0000000
           107              -5.5557022               8.3146963              -1.0000000
           108              -5.5557022               8.3146963               0.0000000
           109              -8.3146963               5.5557022              -2.0000000
           110              -8.3146963               5.5557022              -1.0000000
           111              -8.3146963               5.5557022               0.0000000
           112              -7.6928821               6.3133850              -2.0000000
           113              -7.6928821               6.3133850              -1.0000000
           114              -7.6928821               6.3133850               0.0000000
           115              -7.0710678               7.0710678              -2.0000000
           116              -7.0710678               7.0710678              -1.0000000
           117              -7.0710678               7.0710678               0.0000000
           118              -9.2387953               3.8268340              -2.0000000
           119              -9.2387953               3.8268340              -1.0000000
           120              -9.2387953               3.8268340               0.0000000
           121              -8.7767458               4.6912680              -2.0000000
           122              -8.7767458               4.6912680              -1.0000000
           123              -8.7767458               4.6912680               0.0000000
           124              -8.3146963               5.5557022              -2.0000000
           125              -8.3146963               5.5557022              -1.0000000
           126              -8.3146963               5.5557022               0.0000000
           127              -9.8078527               1.9509031              -2.0000000
           128              -9.8078527               1.9509031              -1.0000000
           129              -9.8078527               1.9509031               0.0000000
           130              -9.5233240               2.8888686              -2.0000000
           131              -9.5233240               2.8888686              -1.0000000
           132              -9.5233240               2.8888686               0.0000000
           133              -9.2387953               3.8268340              -2.0000000
           134              -9.2387953               3.8268340              -1.0000000
           135              -9.2387953               3.8268340               0.0000000
           136             -10.0000000               0.0000000              -2.0000000
           137             -10.0000000               0.0000000              -1.0000000
           138             -10.0000000               0.0000000               0.0000000
           139              -9.9039268               0.9754515              -2.0000000
           140              -9.9039268               0.9754515              -1.0000000
           141              -9.9039268               0.9754515               0.0000000
           142              -9.8078527               1.9509031              -2.0000000
           143              -9.8078527               1.9509031              -1.0000000
           144              -9.8078527               1.9509031               0.0000000
           145               4.9039259               0.9754516              -3.0000000
           146               5.8847113               1.1705419              -2.8000000
           147               6.8654966               1.3656322              -2.5999999
           148               7.8462820               1.5607225              -2.4000001
           149               8.8270674               1.7558128              -2.2000000
           150               9.8078527               1.9509031              -2.0000000
           151               5.0000000               0.0000000              -3.0000000
           152               6.0000000               0.0000000              -2.8000000
           153               7.0000000               0.0000000              -2.5999999
           154               8.0000000               0.0000000              -2.4000001
           155               9.0000000               0.0000000              -2.2000000
           156              10.0000000               0.0000000              -2.0000000
           157               4.6193981               1.9134170              -3.0000000
           158               5.5432777               2.2961004              -2.8000000
           159               6.4671569               2.6787839              -2.5999999
           160               7.3910365               3.0614672              -2.4000001
           161               8.3149157               3.4441504              -2.2000000
